Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
980,14,1,1,0,1,63.80743307
998,9,1,0,0,0,71.93875218
1010,9,1,1,0,0,71.27340433
993,11,1,1,0,0,66.82404723
987,11,1,0,0,0,68.89537975
993,8,1,1,0,1,71.01819415
1010,10,1,0,0,0,72.56145668
1015,8,1,1,0,0,72.18261827
94,5,0,1,0,1,14.28158373
982,11,1,1,0,0,65.85704868
95,4,0,1,0,0,15.21243413
100,2,0,1,0,0,16.16796638
1039,8,1,1,0,1,76.45662725
94,4,0,1,0,1,15.26460114
1033,12,1,1,0,0,71.56762919
96,2,0,1,0,1,16.2734723
1008,11,1,0,0,0,70.27871582
93,4,0,0,0,0,16.60364196
1002,12,1,0,0,0,68.89649043
981,9,1,1,0,1,68.62707414
1009,11,1,1,0,0,69.01596237
1006,8,1,1,0,0,71.85851448
101,3,0,1,0,1,16.63562565
108,4,0,1,0,1,15.07662839
101,2,0,0,0,0,18.73945101
971,12,1,1,1,1,67.77810318
1002,9,1,0,0,0,71.67962069
1007,12,1,1,0,0,68.49321342
997,6,1,1,0,0,72.55153241
1038,13,1,1,0,1,70.22290477
1004,9,1,1,0,0,70.14192044
989,11,1,1,0,1,67.95290099
991,9,1,1,0,1,70.22883683
100,4,0,1,0,1,16.48566744
93,2,0,1,0,0,15.66639057
1019,12,1,0,0,0,71.34345722
1055,6,1,1,0,0,79.02621123
1009,8,1,1,0,0,71.71894864
108,1,0,1,0,0,17.46671907
102,1,0,1,0,0,18.1128038
976,12,1,1,0,1,65.22902878
980,13,1,1,0,1,64.27930404
950,10,1,1,0,1,64.2204567
1001,10,1,0,0,0,72.08988734
967,9,1,0,0,0,68.22949205
1021,10,1,1,0,0,71.18450472
93,3,0,1,0,1,15.43107717
1019,8,1,0,0,0,75.17576318
102,2,0,1,0,0,16.2530904
103,2,0,1,0,1,17.63236827
100,2,0,0,0,1,19.7783369
967,11,1,0,0,0,66.75021601
981,10,1,1,0,1,68.57774316
990,12,1,0,0,0,67.66129075
987,10,1,1,0,0,67.45827757
1000,10,1,0,0,1,72.52180169
967,10,1,0,0,1,68.70316914
959,7,1,0,0,0,69.22977043
1009,9,1,0,0,1,73.93188115
976,11,1,1,0,1,66.80758724
113,4,0,1,0,1,15.59203305
1020,8,1,1,0,0,72.5228319
1002,8,1,1,0,0,70.17147982
1014,13,1,1,0,1,68.95154065
999,9,1,1,0,0,69.47676018
94,4,0,1,0,1,16.00261345
92,4,0,1,0,0,14.34421211
996,11,1,0,0,0,69.65189882
1015,8,1,0,0,1,76.25388757
102,4,0,1,0,1,15.35188582
104,3,0,0,0,0,19.21036319
980,10,1,0,0,0,68.99284306
1015,12,1,0,0,0,71.06772488
1007,8,1,1,0,0,72.30122954
1006,10,1,0,0,0,71.15654814
1014,8,1,1,0,0,72.83684944
1046,9,1,1,0,1,76.41613454
1024,8,1,0,0,1,76.53368588
1039,9,1,0,0,0,75.89212292
102,3,0,1,0,0,15.71626
985,7,1,1,0,0,69.98340309
95,2,0,0,0,0,18.02523733
995,11,1,1,0,0,67.05654168
100,4,0,1,0,0,14.23405049
995,9,1,0,0,0,71.56773238
98,2,0,1,0,0,17.01989662
949,9,1,1,0,0,64.26469859
1023,8,1,1,0,1,75.11591664
983,11,1,0,0,0,67.74724937
1009,7,1,1,0,1,75.27991545
983,14,1,1,0,0,62.47044322
987,11,1,0,0,0,68.00970439
106,4,0,1,0,0,14.31375754
104,4,0,0,0,1,16.93601588
993,8,1,1,0,1,71.61027455
94,4,0,1,0,0,14.21658394
105,4,0,1,0,0,14.63638684
108,3,0,1,0,0,15.84424766
989,13,1,1,1,0,68.53442451
1022,9,1,1,0,0,72.81706403
97,3,0,0,0,0,17.48837699
998,8,1,1,0,0,70.80957322
1013,10,1,1,0,0,70.81686443
986,10,1,1,0,0,67.51521995
108,2,0,0,0,0,18.53254728
98,2,0,1,0,0,16.63141078
1015,11,1,0,0,0,71.53456869
1005,11,1,1,0,1,69.76794358
100,5,0,1,0,0,13.77582703
962,10,1,0,1,0,89.09719308
100,2,0,0,0,0,18.97761493
1044,12,1,0,0,0,73.47103378
1011,14,1,1,0,0,66.55097639
997,13,1,1,1,0,68.85915923
103,4,0,1,0,0,14.8889223
1013,12,1,0,0,0,70.10949539
1009,11,1,1,0,0,68.39773226
98,2,0,0,0,0,19.26701692
95,1,0,0,0,0,19.62617378
1004,9,1,1,0,0,70.258913
1013,8,1,1,0,0,72.08414077
96,4,0,0,0,0,17.13071372
1014,9,1,1,0,0,71.47085098
996,13,1,1,0,1,66.38615464
1004,10,1,0,0,1,72.53267526
984,11,1,1,0,0,66.33450947
99,4,0,0,0,1,17.73366871
103,3,0,0,0,0,18.15413352
99,4,0,1,0,1,15.42883411
99,4,0,0,0,1,16.63282921
1003,7,1,1,0,0,71.71802804
960,9,1,1,0,0,66.13309712
1020,12,1,0,1,0,94.14340945
959,7,1,0,0,0,69.49335409
1021,10,1,1,0,0,72.08333863
1035,11,1,1,0,0,72.25551995
98,4,0,1,0,0,14.44935459
1023,14,1,1,0,1,68.31428431
89,5,0,1,0,0,13.46614975
97,4,0,1,0,1,15.8642617
996,5,1,0,0,0,75.42062664
1006,12,1,0,0,0,69.91697128
107,3,0,0,0,0,17.40856347
994,11,1,1,0,0,66.83860137
983,14,1,1,0,0,62.75835646
98,3,0,1,0,1,16.75360654
1042,11,1,0,0,1,76.00977965
970,9,1,1,0,1,67.9787653
987,10,1,0,1,0,93.02049212
99,3,0,0,0,1,18.57951103
996,8,1,1,0,0,70.06473724
96,5,0,1,0,0,12.60466245
977,10,1,1,0,0,67.2481948
1004,11,1,1,0,1,68.88780936
977,10,1,1,0,0,66.57590256
1006,12,1,0,0,0,69.56586023
996,11,1,1,1,0,70.92776587
1017,8,1,1,0,0,71.84698658
98,3,0,0,0,0,17.21318921
950,10,1,1,0,0,64.05660896
1023,8,1,0,0,0,75.75752557
107,3,0,0,0,0,17.07234544
104,2,0,1,0,0,16.48478849
986,13,1,0,1,0,88.64823417
92,2,0,1,0,0,15.75660306
99,4,0,0,0,0,16.33534155
992,11,1,1,0,0,67.28724053
1009,11,1,0,0,0,71.23930494
1023,11,1,1,0,0,70.65041193
1007,8,1,0,0,0,73.27687323
1045,10,1,1,0,0,73.46742173
977,7,1,1,0,1,70.66572983
1007,10,1,1,0,0,69.66136114
99,2,0,1,0,1,16.61992675
950,14,1,1,0,1,60.10445071
1010,11,1,0,0,0,71.22337824
1011,12,1,0,0,0,70.04861424
97,3,0,1,0,1,15.39723191
99,4,0,1,1,0,17.58898005
1019,11,1,1,0,0,70.39419542
968,12,1,1,0,0,63.00124825
1068,10,1,1,0,0,76.91080437
93,2,0,1,1,0,18.6136405
980,10,1,1,0,0,67.28434848
998,9,1,1,1,0,72.39690609
1025,12,1,1,1,1,73.95324797
104,4,0,1,0,0,13.26304516
98,2,0,1,0,0,16.94072794
97,2,0,1,0,1,18.02326644
1019,10,1,1,0,1,72.38571454
1048,11,1,0,0,0,74.66211345
996,10,1,1,0,1,68.82099983
1039,12,1,1,0,1,72.35683682
99,4,0,0,1,0,22.02307561
99,2,0,1,0,0,16.40342051
996,13,1,1,0,0,66.3184556
1023,11,1,1,0,0,70.00624669
972,10,1,1,0,0,65.97074388
1031,12,1,0,0,0,73.107819
104,4,0,1,0,0,13.98737458
106,5,0,0,1,0,20.68921864
1000,10,1,0,0,1,72.75320628
972,8,1,1,0,1,68.99164431
999,15,1,1,0,0,64.21807341
1017,11,1,1,0,0,69.99012783
1026,10,1,1,0,0,71.45054512
92,3,0,1,0,1,17.06055481
995,8,1,1,0,0,69.91908634
1014,9,1,1,0,1,72.22838891
99,5,0,1,0,0,14.18896627
1030,12,1,1,0,0,69.65025344
971,13,1,1,0,0,62.89290525
987,10,1,1,0,1,68.15566262
1013,10,1,1,0,0,70.12764722
1021,11,1,1,1,1,74.67174222
1042,11,1,1,1,0,75.9003785
978,13,1,0,0,1,67.3638082
1008,10,1,1,0,0,71.07182665
103,3,0,1,0,1,16.541927
1016,13,1,0,1,1,93.45012794
1011,8,1,1,0,1,73.51875111
98,3,0,1,0,0,15.10693072
103,2,0,1,0,1,18.33541442
995,12,1,1,0,1,67.31956869
986,7,1,0,0,1,74.53989234
1006,12,1,0,0,0,68.89382531
1001,9,1,1,0,1,70.24688153
985,8,1,1,1,0,72.83525622
98,4,0,0,0,0,16.15439871
1015,8,1,0,0,1,76.26869061
978,10,1,1,1,1,70.6268692
103,3,0,0,0,1,18.69976658
1020,12,1,1,0,0,68.37456771
1047,7,1,0,0,1,79.5063502
1007,10,1,0,0,0,71.51166947
1014,12,1,1,0,0,69.01880842
989,8,1,1,0,0,69.86444213
1030,11,1,1,0,0,70.96117422
100,4,0,0,0,0,15.98344307
102,4,0,1,1,1,18.66107048
1006,9,1,1,0,1,71.84013768
97,4,0,1,0,0,15.05863522
996,10,1,1,0,0,67.73904326
96,4,0,1,0,0,14.57887817
95,4,0,0,0,1,17.50880387
980,10,1,0,0,1,69.43410922
983,9,1,1,0,0,68.5260646
95,4,0,1,0,0,14.60360252
97,4,0,0,0,1,17.28228374
1033,11,1,1,1,0,74.52016269
110,3,0,1,0,0,14.93970223
1006,11,1,1,0,0,69.18217004
1036,8,1,0,0,1,79.10581443
992,10,1,1,0,1,68.32937867
1011,8,1,1,0,0,72.56498785
986,11,1,1,0,1,67.50408689
94,3,0,0,0,1,17.54785356
1010,7,1,0,0,1,76.32546351
961,6,1,1,0,0,68.54275962
102,4,0,1,0,0,13.87563351
1006,12,1,0,0,0,69.46209437
1032,11,1,1,0,0,71.16951118
94,3,0,1,1,0,18.75131812
988,12,1,1,0,0,65.18650185
96,3,0,1,0,1,16.10790506
1009,9,1,1,0,0,70.83381208
101,2,0,1,1,0,18.62751908
1006,7,1,1,0,0,73.30062224
971,11,1,1,0,0,64.13065902
998,9,1,1,0,0,70.14579472
998,12,1,1,1,0,70.18991384
1018,11,1,0,1,0,95.1554388
1011,9,1,0,0,0,74.36900396
1007,10,1,0,0,1,72.28458984
998,10,1,1,0,1,69.69129207
1000,9,1,0,1,0,95.11718874
980,11,1,1,0,1,66.47919728
99,3,0,1,0,1,16.25740524
993,9,1,1,0,0,68.71181934
100,3,0,1,0,1,16.30756484
992,13,1,1,0,0,64.16324165
1023,11,1,1,0,1,71.78473026
1005,10,1,1,1,0,72.75586109
976,10,1,1,0,0,66.01945571
969,8,1,0,0,0,69.84663325
99,4,0,1,0,1,15.1795464
100,4,0,1,0,0,14.29088927
981,13,1,0,0,0,66.0535786
114,2,0,1,0,0,17.94539995
1021,7,1,0,0,0,75.46640196
1036,11,1,1,0,1,73.16049737
104,2,0,1,1,0,19.08101479
1031,9,1,1,0,1,74.29848242
988,8,1,1,0,1,70.54403889
1000,13,1,0,0,0,67.04506718
990,11,1,1,0,1,67.95257027
991,11,1,0,0,0,68.45894738
999,13,1,1,1,0,68.50585792
980,8,1,1,0,0,69.29451899
105,3,0,1,0,1,16.26519935
95,2,0,1,0,0,17.62761024
1008,9,1,0,0,0,72.32233864
1016,9,1,1,1,0,75.28200893
96,4,0,1,0,1,16.09035129
106,3,0,1,0,0,15.84060343
1019,13,1,1,0,0,68.50395215
1006,10,1,0,0,0,71.3261397
1012,13,1,1,0,0,66.93662469
107,2,0,1,0,0,16.87339453
1032,7,1,1,0,0,75.50566293
997,8,1,0,0,0,72.64329687
108,2,0,0,0,0,18.88422158
1016,7,1,1,0,1,75.60512953
1000,13,1,0,0,1,69.3043654
1000,14,1,0,0,0,67.12322643
1009,8,1,0,0,1,75.22506071
1006,13,1,1,0,0,66.91790436
956,14,1,1,1,1,64.72314759
982,6,1,1,0,0,70.89969505
1038,9,1,1,0,0,74.82814571
103,3,0,1,0,0,15.02469348
90,5,0,0,0,1,16.43951731
105,3,0,0,0,1,18.56369433
1004,14,1,0,1,0,90.21855928
99,4,0,0,1,1,23.02915225
1002,9,1,0,0,0,71.94890149
973,9,1,1,0,0,66.69940175
998,10,1,0,0,1,71.35988948
1028,12,1,1,0,1,71.13815113
97,3,0,1,0,0,15.29621898
964,10,1,1,0,0,64.36352089
1007,10,1,0,0,0,71.7471294
104,3,0,1,0,1,16.32609729
101,2,0,0,0,0,17.5122014
98,3,0,1,0,0,14.98335115
101,3,0,1,0,0,15.92248843
87,3,0,1,0,0,14.67387044
991,8,1,1,0,0,69.96404135
987,11,1,1,0,0,67.28770913
982,9,1,1,0,0,68.28699951
1006,11,1,0,1,1,94.82004282
999,11,1,0,0,0,70.64208985
1009,14,1,0,1,0,90.74775134
1003,11,1,1,0,0,68.32131094
1013,7,1,1,0,0,75.00195628
1009,6,1,1,0,1,76.53877765
1004,7,1,1,0,0,72.78086086
92,2,0,1,1,0,19.7104298
990,11,1,1,0,1,68.36286219
985,10,1,1,0,1,68.70415872
992,6,1,0,0,0,73.16015139
1010,10,1,0,0,1,73.73872133
993,8,1,1,0,1,71.27909296
1010,11,1,0,0,0,71.80582546
106,4,0,0,0,0,16.60271879
954,9,1,1,0,1,66.56623769
962,7,1,0,0,0,69.9290287
988,13,1,1,0,0,64.87312422
992,9,1,1,0,1,70.04347294
98,2,0,0,0,1,18.73797892
995,11,1,1,0,0,67.41642552
991,11,1,0,0,0,68.38685052
1012,11,1,1,0,0,69.35769654
1005,10,1,0,0,0,72.45971033
1013,10,1,0,0,0,72.50298958
1023,9,1,1,1,1,76.14434719
993,10,1,1,0,0,67.94542178
1013,8,1,0,0,1,75.34653886
1005,9,1,1,0,1,71.43035972
971,11,1,0,0,0,67.04686423
88,2,0,1,0,0,15.54612743
101,2,0,1,0,0,16.22977899
1003,12,1,1,0,0,67.41479997
969,7,1,1,0,1,70.26968428
100,1,0,0,0,1,20.26322145
106,4,0,1,0,1,15.29572567
98,3,0,1,1,0,18.12623517
1012,11,1,0,1,0,94.36743545
91,3,0,1,0,0,15.72227149
989,11,1,1,0,0,66.59113574
988,7,1,1,0,0,71.47281285
1000,9,1,1,0,0,70.2805237
99,4,0,1,0,0,15.16183039
1002,11,1,1,0,0,68.65096997
1013,13,1,1,0,0,67.59568311
1010,13,1,1,0,1,68.46134565
1012,15,1,1,0,0,64.94047663
994,7,1,1,0,0,71.03736852
109,3,0,0,0,0,17.22069502
1032,14,1,0,0,0,70.52667588
965,9,1,1,0,0,66.05404882
975,16,1,1,0,0,60.83919263
985,13,1,1,0,0,64.19811125
984,10,1,1,0,0,67.18001884
993,9,1,1,0,0,69.04152141
993,7,1,0,0,1,74.26974641
1001,10,1,1,0,1,69.91484431
992,13,1,1,0,1,65.85046061
1003,11,1,1,0,0,67.43586711
973,12,1,1,0,0,64.4804983
955,12,1,0,0,0,63.57592745
991,11,1,1,0,0,67.19931242
993,9,1,0,0,1,72.26344453
986,13,1,1,0,0,63.95896156
102,3,0,0,0,0,17.05376981
107,2,0,0,0,0,19.25711792
973,5,1,1,0,0,70.37210745
993,7,1,1,0,1,71.83178339
973,11,1,0,1,0,89.47707936
97,4,0,0,0,1,17.55781962
1009,8,1,1,0,1,73.8013648
964,11,1,1,0,0,64.05060455
983,8,1,0,0,1,71.18140346
982,9,1,1,0,1,68.80673407
1009,9,1,0,0,1,73.5918256
96,4,0,1,0,1,15.93103067
1003,10,1,0,1,0,93.9937613
1012,13,1,0,0,0,69.15175696
996,11,1,1,1,0,70.14376766
105,2,0,1,0,0,16.25106895
92,2,0,1,1,0,19.32540405
989,12,1,1,0,0,65.50111479
1027,13,1,0,1,0,94.20423228
980,10,1,1,0,0,66.63128962
989,8,1,1,0,0,70.34563716
99,2,0,1,1,0,19.08674346
995,11,1,1,0,0,68.28150716
991,9,1,1,1,1,72.76413577
988,10,1,1,0,1,69.47924958
99,3,0,0,0,0,16.38342081
97,3,0,0,0,1,19.37891188
107,2,0,1,0,0,16.44968255
1001,9,1,0,0,0,72.66677267
1003,9,1,0,0,0,72.39147088
101,0,0,0,0,1,21.37273466
1001,11,1,1,0,0,67.81646008
953,8,1,0,0,0,68.3428107
1019,10,1,1,0,0,71.46799871
1014,13,1,1,0,0,67.79551049
1003,12,1,0,0,0,68.25872018
994,12,1,1,0,0,66.441238
991,8,1,0,0,1,72.3173383
982,11,1,0,0,0,67.66358114
1008,10,1,0,0,0,72.06470327
981,8,1,1,0,1,70.32455782
100,5,0,0,0,0,15.01528205
100,1,0,1,0,0,17.18069479
1028,8,1,1,0,0,73.77779566
99,4,0,0,1,0,21.07565759
982,10,1,1,0,1,67.98435837
1009,8,1,1,1,1,75.22853948
99,2,0,1,0,1,17.71614373
1023,9,1,0,0,0,74.45504725
1008,10,1,1,0,0,69.39892352
102,2,0,1,0,0,17.23102897
91,5,0,1,0,0,14.06669055
994,12,1,1,0,0,66.65079171
1005,7,1,1,0,1,73.17295738
1007,8,1,1,0,0,71.16409209
1005,12,1,1,0,0,67.1798894
1010,9,1,0,0,0,72.79818115
107,2,0,1,0,0,16.22453463
1022,10,1,0,0,0,73.12084376
1011,7,1,1,0,0,72.90145508
1026,7,1,1,0,0,74.93565303
979,9,1,1,0,0,68.05452361
1016,8,1,1,0,0,72.740427
102,3,0,0,0,0,16.60425614
107,2,0,1,0,1,17.50081553
965,9,1,1,1,1,70.12414444
1007,10,1,1,0,0,69.67431625
99,1,0,0,0,0,19.53676234
1000,8,1,1,0,0,72.59558577
954,11,1,0,0,0,64.71843809
1000,13,1,1,0,1,66.60207429
1010,8,1,0,0,1,76.06854867
98,3,0,1,0,0,15.67122302
1030,10,1,1,1,1,76.52811237
1010,13,1,1,0,1,68.09439548
101,2,0,0,0,1,19.70577286
1010,12,1,0,0,1,71.04660047
1005,10,1,1,1,1,72.98342075
985,12,1,1,0,0,64.65395849
108,1,0,1,0,0,17.15023179
102,4,0,0,0,0,16.43496127
999,10,1,0,0,0,70.80781885
1027,10,1,1,0,1,73.24463167
96,3,0,1,1,0,18.04794072
92,3,0,1,0,0,14.87508819
959,8,1,1,1,1,71.25298545
998,11,1,1,0,0,68.22690154
988,10,1,0,0,0,69.9423599
992,6,1,0,0,1,74.88862068
1051,14,1,0,0,0,72.86093131
1003,12,1,1,0,1,68.49450695
91,2,0,1,1,0,19.45314477
1015,11,1,1,0,1,70.50783636
982,11,1,1,0,1,67.38998345
110,4,0,1,0,0,15.96865201
1010,11,1,1,0,0,68.34481698
98,3,0,0,0,0,18.24400416
991,11,1,1,1,1,71.45110107
96,2,0,0,1,0,23.3966516
994,12,1,1,0,0,66.71833386
992,10,1,1,0,0,67.92942988
973,9,1,0,1,0,90.53862753
973,11,1,1,0,1,66.19374406
971,11,1,1,0,1,65.41231723
1022,10,1,1,0,1,72.24309273
105,3,0,1,0,0,16.56351585
1002,9,1,1,0,1,71.22837299
998,8,1,1,1,0,73.7488397
98,4,0,1,0,0,14.86877609
100,2,0,0,0,1,19.14471347
997,13,1,1,0,1,67.13521865
1017,11,1,0,1,0,95.5749226
969,8,1,1,0,0,67.8992982
1006,10,1,1,0,0,70.81711875
93,2,0,1,0,0,16.91057868
1010,10,1,1,0,0,69.82601768
996,12,1,1,0,0,66.29005159
966,13,1,1,0,0,61.85299016
103,2,0,1,0,0,17.00747575
98,3,0,1,0,1,15.91074245
990,13,1,1,0,0,65.50756588
97,3,0,1,0,0,15.16257425
100,3,0,1,0,1,15.94055811
1012,12,1,1,0,0,68.07505683
1005,10,1,1,0,1,69.33887838
1023,9,1,1,0,0,73.02078241
1001,9,1,1,0,0,70.80991809
1034,9,1,1,0,0,74.2125927
966,11,1,1,0,0,64.12637725
992,13,1,1,0,0,65.30269692
1014,9,1,1,0,0,71.52035396
965,10,1,1,0,0,64.7309411
986,9,1,0,0,0,70.24767816
989,14,1,0,0,1,66.65422611
1026,11,1,1,0,0,70.96973402
998,13,1,0,0,1,68.40866996
959,7,1,0,0,0,69.56486564
1005,9,1,1,0,0,70.82968299
108,4,0,1,0,0,13.99780865
1005,10,1,0,0,0,71.70835672
98,2,0,1,0,1,17.69719936
1021,9,1,1,0,0,72.59155087
1020,11,1,0,0,0,72.40711354
1007,10,1,0,0,0,71.09752968
999,8,1,1,1,0,74.02527947
996,9,1,1,1,0,72.85859672
108,3,0,1,0,1,16.30530326
93,3,0,1,1,1,19.43440393
971,11,1,0,0,1,67.47865247
989,8,1,0,0,1,72.52700584
969,5,1,0,0,0,72.58512548
990,10,1,1,0,0,68.05813731
995,10,1,1,0,0,68.4295219
1020,14,1,1,0,1,68.55173463
998,9,1,1,0,0,70.22322545
100,3,0,1,0,0,15.58814691
980,8,1,1,0,0,68.76113203
986,6,1,1,0,0,70.62625238
1004,11,1,1,0,0,68.2839208
988,4,1,1,0,0,74.08442842
1021,9,1,0,0,0,74.17243718
92,5,0,1,0,0,13.40248918
105,3,0,1,0,0,16.20865006
1006,8,1,1,1,0,74.84893762
1011,8,1,1,0,0,71.97176916
999,9,1,1,0,1,70.20852386
1031,10,1,1,0,0,71.87356907
962,14,1,1,0,0,61.2049932
976,7,1,1,0,0,69.38392875
1013,11,1,0,0,1,72.98181397
1010,6,1,1,0,1,76.16616318
99,4,0,1,0,0,15.29878959
990,9,1,0,0,0,71.24233618
1000,10,1,0,0,1,71.95864075
100,3,0,0,0,0,17.47274209
1026,7,1,1,0,1,75.38606991
101,4,0,1,0,1,15.5098873
1046,12,1,0,0,1,74.20897703
96,3,0,1,0,0,16.05422721
95,4,0,1,0,1,15.40073549
99,3,0,1,0,1,15.7440663
102,3,0,1,0,0,16.37855552
989,9,1,1,0,0,69.81411661
993,8,1,0,0,0,72.72192506
1018,10,1,1,0,1,71.53425028
1029,3,1,0,0,0,81.69478202
95,3,0,1,0,1,17.17614771
1020,8,1,1,0,0,72.79880203
995,6,1,1,0,0,73.48804866
1020,12,1,0,0,0,70.92170711
987,12,1,1,0,0,65.66323103
988,9,1,1,0,1,69.92110541
983,8,1,1,0,1,70.35100336
1007,10,1,0,0,1,72.92619929
1029,8,1,0,0,0,76.94981161
1001,9,1,0,0,0,71.87572403
999,10,1,0,0,0,70.34135486
979,10,1,0,0,1,69.19811974
104,2,0,1,0,1,17.65704255
999,11,1,0,1,0,93.15140949
1039,11,1,0,0,0,73.66036455
107,2,0,1,0,1,18.40441458
1005,10,1,1,0,0,68.83419266
993,7,1,0,0,0,73.21566008
1015,8,1,0,1,0,97.9184271
98,3,0,1,0,0,16.08353906
1008,11,1,0,0,1,72.57423478
1000,9,1,0,0,1,73.55839481
1019,10,1,1,0,0,71.02599354
104,3,0,1,0,1,16.22065928
984,9,1,1,0,0,68.20808396
1003,10,1,1,0,0,69.82703654
972,10,1,0,0,1,68.44121196
1023,10,1,1,0,0,71.38268501
94,2,0,0,0,0,18.96400028
998,12,1,0,0,0,68.48716192
1003,9,1,1,0,0,70.97693292
108,1,0,1,0,0,18.33820381
105,2,0,1,0,0,16.97428122
98,3,0,1,1,0,17.29655606
1048,12,1,1,0,0,72.87374432
96,3,0,1,0,0,15.97799925
966,12,1,1,0,1,64.26051301
96,4,0,1,0,0,14.08345833
97,1,0,1,0,0,16.93565568
1000,9,1,1,0,0,69.48501338
965,9,1,1,0,1,67.73083287
963,9,1,1,0,0,66.195288
109,2,0,1,0,0,16.64139654
1023,11,1,1,0,0,70.59230463
100,3,0,1,0,0,15.91012321
111,3,0,0,1,0,22.60330085
101,2,0,0,0,0,18.4042954
993,10,1,1,0,0,68.39623834
99,1,0,1,0,0,18.29883043
993,9,1,1,0,1,70.15555725
974,13,1,0,0,1,66.24882689
104,3,0,1,1,0,18.62324246
1000,11,1,1,0,0,68.50175045
969,9,1,1,1,1,71.10246927
984,11,1,0,0,0,67.51210821
97,2,0,1,0,0,17.32012749
1035,4,1,1,1,0,81.84401986
944,11,1,1,0,0,62.10707612
1026,9,1,1,0,0,73.22947852
89,3,0,1,0,0,14.77802143
1014,10,1,0,0,0,72.17739605
1001,12,1,0,0,0,68.88531182
1018,11,1,1,0,0,69.87293088
101,3,0,0,0,1,18.14064739
102,4,0,1,0,1,15.26598105
98,3,0,1,0,0,15.70934108
98,2,0,1,0,0,15.74950029
1003,5,1,0,0,1,77.18427442
100,4,0,0,0,0,17.49266592
998,10,1,1,0,0,68.77171358
106,4,0,1,0,1,15.66944143
981,6,1,1,0,0,70.43839471
986,11,1,0,0,1,69.0724111
990,13,1,1,0,0,64.15180316
102,5,0,1,0,0,13.32724892
104,1,0,1,0,1,18.46091463
996,11,1,1,0,0,67.57391423
97,2,0,0,1,0,22.97417087
1027,9,1,0,0,0,75.08619456
1012,8,1,0,0,0,75.66372705
982,12,1,1,0,0,64.35075725
1008,13,1,1,0,1,68.11380874
983,11,1,0,0,0,68.12595747
957,9,1,1,0,0,64.07027205
967,8,1,1,0,0,67.77904982
1033,7,1,1,0,0,75.98585886
1016,12,1,0,0,0,70.99708331
991,11,1,0,0,0,68.5682239
1023,11,1,1,0,1,72.24445652
100,3,0,0,0,0,17.6051762
999,10,1,1,0,0,68.07720404
987,9,1,0,0,0,70.21898848
991,9,1,0,0,1,71.4707658
101,2,0,0,1,0,23.61523161
1016,10,1,0,0,0,72.78333083
986,11,1,1,0,0,66.88658024
1016,8,1,0,0,1,75.66508831
104,3,0,1,0,0,15.21019563
105,3,0,1,0,0,15.85644598
981,8,1,1,0,0,68.77850863
998,7,1,1,0,0,72.36677073
958,11,1,1,0,0,62.9159013
106,3,0,1,0,1,16.99381357
93,5,0,1,0,0,12.19976823
1018,11,1,1,0,0,70.01599939
1016,12,1,0,0,1,71.7755188
1002,11,1,0,0,1,71.55369469
983,12,1,1,0,1,65.62024065
101,2,0,1,0,0,16.68906234
94,3,0,0,0,0,17.75415216
975,12,1,1,0,0,63.9725298
97,4,0,1,0,1,16.35606476
987,7,1,1,0,0,70.42411864
979,13,1,1,0,0,63.98841992
976,8,1,0,0,1,71.68255839
991,9,1,1,0,1,69.65081009
100,2,0,1,1,0,19.23781025
1030,8,1,0,0,1,77.02582493
103,4,0,1,0,0,14.37519474
1002,10,1,1,0,1,69.25689863
105,3,0,1,0,0,15.53273268
96,3,0,1,0,0,15.18096852
101,3,0,1,0,0,15.6084577
1008,14,1,1,0,0,65.87716179
97,3,0,0,0,0,18.12492941
988,10,1,1,1,0,70.32999297
1015,13,1,1,0,0,68.57261472
100,2,0,1,0,0,16.06130412
96,4,0,1,0,0,13.76238519
959,14,1,0,0,0,62.33845936
1021,9,1,1,0,0,72.81809817
970,10,1,1,0,0,65.70321027
1031,10,1,1,0,0,72.47944527
105,2,0,0,1,1,24.65935193
1016,13,1,0,0,1,70.28589383
95,2,0,0,0,1,19.07101561
1020,9,1,1,0,0,72.67519306
1016,8,1,1,0,0,72.12711314
996,8,1,1,0,0,70.81834254
106,3,0,0,0,0,18.26275866
103,4,0,1,0,0,13.94368159
982,13,1,1,0,0,63.15817866
1014,9,1,1,1,0,74.11079089
1015,4,1,1,0,1,77.87780698
1019,7,1,1,0,0,73.24584138
973,11,1,1,0,0,65.82904091
104,2,0,1,0,0,15.82891727
1008,9,1,1,1,0,74.13713929
1000,12,1,1,0,0,67.32246811
970,11,1,1,0,0,64.4969355
97,3,0,0,0,0,17.92381383
984,11,1,1,0,0,66.24442243
985,12,1,1,0,1,65.58391055
1010,10,1,1,0,1,70.84393373
103,2,0,1,0,0,15.89738478
94,5,0,0,1,0,19.59809875
993,9,1,1,0,1,70.72903997
1018,9,1,1,0,1,72.92763997
1003,7,1,1,0,0,72.24362643
1016,13,1,1,0,1,67.83647493
1009,9,1,0,0,1,74.70321828
1004,10,1,1,0,0,70.03462724
987,8,1,0,1,0,93.41871731
1014,9,1,1,1,1,75.34491192
986,13,1,0,0,0,67.21568067
1003,11,1,1,0,0,67.91713671
106,3,0,0,0,0,18.03575626
996,9,1,1,0,1,70.16163619
980,11,1,1,0,0,65.80301182
1008,10,1,1,0,0,69.3654211
98,5,0,0,0,0,15.69548105
